Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,2009,Number of maternal deaths,SH.MMR.DTHS,140
Sri Lanka,LKA,2008,Number of maternal deaths,SH.MMR.DTHS,150
Sri Lanka,LKA,2007,Number of maternal deaths,SH.MMR.DTHS,150
Sri Lanka,LKA,2006,Number of maternal deaths,SH.MMR.DTHS,160
Sri Lanka,LKA,2005,Number of maternal deaths,SH.MMR.DTHS,160
Sri Lanka,LKA,2004,Number of maternal deaths,SH.MMR.DTHS,180
Sri Lanka,LKA,2003,Number of maternal deaths,SH.MMR.DTHS,180
Sri Lanka,LKA,2002,Number of maternal deaths,SH.MMR.DTHS,190
Sri Lanka,LKA,2001,Number of maternal deaths,SH.MMR.DTHS,190
Sri Lanka,LKA,2000,Number of maternal deaths,SH.MMR.DTHS,210
Sri Lanka,LKA,2020,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1700
Sri Lanka,LKA,2019,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1600
Sri Lanka,LKA,2018,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1600
Sri Lanka,LKA,2017,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1600
Sri Lanka,LKA,2016,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1600
Sri Lanka,LKA,2015,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1600
Sri Lanka,LKA,2014,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1600
Sri Lanka,LKA,2013,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1200
Sri Lanka,LKA,2012,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1200
Sri Lanka,LKA,2011,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1100
Sri Lanka,LKA,2010,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1100
Sri Lanka,LKA,2009,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1100
Sri Lanka,LKA,2008,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1000
Sri Lanka,LKA,2007,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1100
Sri Lanka,LKA,2006,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1000
Sri Lanka,LKA,2005,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,940
Sri Lanka,LKA,2004,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,890
Sri Lanka,LKA,2003,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,840
Sri Lanka,LKA,2002,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,800
Sri Lanka,LKA,2001,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,760
Sri Lanka,LKA,2000,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,680
Sri Lanka,LKA,2020,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.059971632050188
Sri Lanka,LKA,2019,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0619658895646917
Sri Lanka,LKA,2018,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0629115623967898
Sri Lanka,LKA,2017,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0635520791045208
Sri Lanka,LKA,2016,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0618642467080549
Sri Lanka,LKA,2015,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0629903626369684
Sri Lanka,LKA,2014,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0625363240259254
Sri Lanka,LKA,2013,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0808522601052535
Sri Lanka,LKA,2012,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0836609105230926
Sri Lanka,LKA,2011,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0872297262633183
Sri Lanka,LKA,2010,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0899304674298918
Sri Lanka,LKA,2009,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0938263187646894
Sri Lanka,LKA,2008,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0955281872231545
Sri Lanka,LKA,2007,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0951281613363109
Sri Lanka,LKA,2006,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0981965626404887
Sri Lanka,LKA,2005,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.106002402698262
Sri Lanka,LKA,2004,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.112992269730711
Sri Lanka,LKA,2003,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.119614619051975
Sri Lanka,LKA,2002,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.124958637017748
Sri Lanka,LKA,2001,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.131369021244345
Sri Lanka,LKA,2000,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.146493244359339
Sri Lanka,LKA,2019,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,34.6
Sri Lanka,LKA,2018,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,34.5
Sri Lanka,LKA,2017,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,34.3
Sri Lanka,LKA,2016,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,34.1
Sri Lanka,LKA,2015,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,33.8
Sri Lanka,LKA,2014,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,33.6
Sri Lanka,LKA,2013,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,33.5
Sri Lanka,LKA,2012,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,33.4
Sri Lanka,LKA,2011,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,33.3
Sri Lanka,LKA,2010,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,33.3
Sri Lanka,LKA,2009,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,33.4
Sri Lanka,LKA,2008,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,33.6
Sri Lanka,LKA,2007,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,33.9
Sri Lanka,LKA,2006,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,34.1
Sri Lanka,LKA,2005,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,34.4
Sri Lanka,LKA,2004,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,34.6
Sri Lanka,LKA,2003,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,34.9
Sri Lanka,LKA,2002,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,35.3
Sri Lanka,LKA,2001,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,35.9
Sri Lanka,LKA,2000,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,36.5
Sri Lanka,LKA,2020,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,22
Sri Lanka,LKA,2019,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,22.3
Sri Lanka,LKA,2018,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,22.3
Sri Lanka,LKA,2015,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,23.3
Sri Lanka,LKA,2010,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,24.8
Sri Lanka,LKA,2005,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,26.5
Sri Lanka,LKA,2000,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,28.5
Sri Lanka,LKA,2020,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,2.6
Sri Lanka,LKA,2019,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,2.7
Sri Lanka,LKA,2018,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,2.9
Sri Lanka,LKA,2015,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,3.5
Sri Lanka,LKA,2010,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,4.7
Sri Lanka,LKA,2005,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,6.4
Sri Lanka,LKA,2000,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,8.6
Sri Lanka,LKA,2020,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,41.4
Sri Lanka,LKA,2019,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,41.9
Sri Lanka,LKA,2018,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,42.2
Sri Lanka,LKA,2015,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,43
Sri Lanka,LKA,2010,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,44.8
Sri Lanka,LKA,2005,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,46.6
Sri Lanka,LKA,2000,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,48.3
Sri Lanka,LKA,2022,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,29.2
Sri Lanka,LKA,2021,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,25.6
Sri Lanka,LKA,2020,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,26.1
Sri Lanka,LKA,2019,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,27.1
Sri Lanka,LKA,2017,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,30.2
Sri Lanka,LKA,2016,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,30.5
Sri Lanka,LKA,2015,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,30.5
Sri Lanka,LKA,2014,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,35.3
Sri Lanka,LKA,2013,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,41
Sri Lanka,LKA,2012,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,49.4
Sri Lanka,LKA,2011,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,47.1
Sri Lanka,LKA,2010,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,49.3
Sri Lanka,LKA,2009,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,49.3
Sri Lanka,LKA,2008,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,48.8
Sri Lanka,LKA,2007,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,46
Sri Lanka,LKA,2006,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,44.2
Sri Lanka,LKA,2005,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,44.4
Sri Lanka,LKA,2004,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,46
Sri Lanka,LKA,2003,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,45.2
Sri Lanka,LKA,2022,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,30.3
Sri Lanka,LKA,2021,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,26.6
Sri Lanka,LKA,2020,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,27.2
Sri Lanka,LKA,2019,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,25.2
Sri Lanka,LKA,2017,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,29.4
Sri Lanka,LKA,2016,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,29.1
Sri Lanka,LKA,2015,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,29.9
Sri Lanka,LKA,2014,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,34.9
Sri Lanka,LKA,2013,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,40.3
Sri Lanka,LKA,2012,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,46
Sri Lanka,LKA,2011,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,44.1
Sri Lanka,LKA,2010,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,44.3
Sri Lanka,LKA,2009,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,44.3
Sri Lanka,LKA,2008,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,46.6
Sri Lanka,LKA,2007,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,49
Sri Lanka,LKA,2006,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,51.2
Sri Lanka,LKA,2005,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,51.7
Sri Lanka,LKA,2004,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,52.9
Sri Lanka,LKA,2003,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,56
Sri Lanka,LKA,2015,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,4943
Sri Lanka,LKA,2019,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,70.6
Sri Lanka,LKA,2019,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,119.2
Sri Lanka,LKA,2019,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,91.6
Sri Lanka,LKA,2016,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,98.8
Sri Lanka,LKA,2014,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,95.5
Sri Lanka,LKA,2007,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,99.4
Sri Lanka,LKA,2000,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,94.5
Sri Lanka,LKA,1993,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,80.2
Sri Lanka,LKA,2016,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,52.3
Sri Lanka,LKA,2007,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,58.2
Sri Lanka,LKA,2022,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,94.9476960992811
Sri Lanka,LKA,2021,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,94.0966715553332
Sri Lanka,LKA,2020,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,93.24925964917
Sri Lanka,LKA,2019,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,92.4054603807911
Sri Lanka,LKA,2018,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,91.5652737501968
Sri Lanka,LKA,2017,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,90.7286997573866
Sri Lanka,LKA,2016,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,89.8957384023612
Sri Lanka,LKA,2015,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,89.0663896851202
Sri Lanka,LKA,2014,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,88.2406536056635
Sri Lanka,LKA,2013,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,87.4185301639913
Sri Lanka,LKA,2012,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,86.6000193601037
Sri Lanka,LKA,2011,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,85.7851211940006
Sri Lanka,LKA,2010,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,84.9738356656816
Sri Lanka,LKA,2009,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,84.1661627751474
Sri Lanka,LKA,2008,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,83.3621025223976
Sri Lanka,LKA,2007,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,82.5616549074323
Sri Lanka,LKA,2006,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,81.7648199302511
Sri Lanka,LKA,2005,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,80.9715975908547
Sri Lanka,LKA,2004,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,80.1819878892426
Sri Lanka,LKA,2003,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,79.395990825415
Sri Lanka,LKA,2002,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,78.6136063993719
Sri Lanka,LKA,2001,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,77.8348346111133
Sri Lanka,LKA,2000,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,77.0596754606391
Sri Lanka,LKA,2022,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,95.6765225573945
Sri Lanka,LKA,2021,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,94.731556082456
Sri Lanka,LKA,2020,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,93.7891351700298
Sri Lanka,LKA,2019,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,92.8492598201159
Sri Lanka,LKA,2018,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,91.9119300327146
Sri Lanka,LKA,2017,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,90.9771458078256
Sri Lanka,LKA,2016,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,90.0449071454491
Sri Lanka,LKA,2015,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,89.1152140455848
Sri Lanka,LKA,2014,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,88.188066508233
Sri Lanka,LKA,2013,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,87.2634645333937
Sri Lanka,LKA,2012,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,86.3414081210666
Sri Lanka,LKA,2011,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,85.4218972712522
Sri Lanka,LKA,2010,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,84.5049319839499
Sri Lanka,LKA,2009,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,83.59051225916
Sri Lanka,LKA,2008,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,82.6786380968828
Sri Lanka,LKA,2007,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,81.7693094971177
Sri Lanka,LKA,2006,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,80.8625264598653
Sri Lanka,LKA,2005,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,79.958288985125
Sri Lanka,LKA,2004,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,79.0565970728971
Sri Lanka,LKA,2003,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,78.1574507231819
Sri Lanka,LKA,2002,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,77.2608499359789
Sri Lanka,LKA,2001,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,76.3667947112884
Sri Lanka,LKA,2000,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,75.4752850491101
Sri Lanka,LKA,2022,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,95.0863607756551
Sri Lanka,LKA,2021,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,94.2164146493583
Sri Lanka,LKA,2020,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,93.350290136483
Sri Lanka,LKA,2019,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,92.487940769035
Sri Lanka,LKA,2018,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,91.6293176553116
Sri Lanka,LKA,2017,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,90.7743730027284
Sri Lanka,LKA,2016,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,89.9230512319667
Sri Lanka,LKA,2015,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,89.0752990733061
Sri Lanka,LKA,2014,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,88.2310734180326
Sri Lanka,LKA,2013,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,87.3903117492911
Sri Lanka,LKA,2012,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,86.5529633528261
Sri Lanka,LKA,2011,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,85.7189721476393
Sri Lanka,LKA,2010,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,84.8883738090123
Sri Lanka,LKA,2009,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,84.0611568261912
Sri Lanka,LKA,2008,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,83.2373247029462
Sri Lanka,LKA,2007,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,82.4168766654693
Sri Lanka,LKA,2006,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,81.5998067218221
Sri Lanka,LKA,2005,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,80.7861295819782
Sri Lanka,LKA,2004,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,79.9758261581763
Sri Lanka,LKA,2003,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,79.1689156040994
Sri Lanka,LKA,2002,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,78.3653912595739
Sri Lanka,LKA,2001,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,77.5652286823631
Sri Lanka,LKA,2000,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,76.7684658952961
Sri Lanka,LKA,2016,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,80.92884
Sri Lanka,LKA,2007,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,75.8
Sri Lanka,LKA,2000,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,52.6
Sri Lanka,LKA,1993,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,17.1
Sri Lanka,LKA,1987,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,10.2
Sri Lanka,LKA,2016,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.5
Sri Lanka,LKA,2014,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.95
Sri Lanka,LKA,2007,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.6
Sri Lanka,LKA,2000,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,96
Sri Lanka,LKA,1993,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,94.1
Sri Lanka,LKA,1987,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,87.2
Sri Lanka,LKA,2020,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,17.97828986
Sri Lanka,LKA,2019,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.0234842
Sri Lanka,LKA,2018,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.07342555
Sri Lanka,LKA,2017,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.12885959
Sri Lanka,LKA,2016,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.19000432
Sri Lanka,LKA,2015,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.25196998
Sri Lanka,LKA,2014,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.31693078
Sri Lanka,LKA,2013,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.38325949
Sri Lanka,LKA,2012,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.46056464
Sri Lanka,LKA,2011,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.55062013
Sri Lanka,LKA,2010,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.65556226
Sri Lanka,LKA,2009,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.76075331
Sri Lanka,LKA,2008,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.8519547
Sri Lanka,LKA,2007,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,18.94336657
Sri Lanka,LKA,2006,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,19.0186356
Sri Lanka,LKA,2005,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,19.08526484
Sri Lanka,LKA,2004,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,19.15910402
Sri Lanka,LKA,2003,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,19.22459966
Sri Lanka,LKA,2002,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,19.28046005
Sri Lanka,LKA,2001,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,19.32151718
Sri Lanka,LKA,2000,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,19.3490766
Sri Lanka,LKA,2021,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,11.3
Sri Lanka,LKA,2011,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.5
Sri Lanka,LKA,2022,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,83.44892291685
Sri Lanka,LKA,2021,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,83.44892291685
Sri Lanka,LKA,2020,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,83.44892291685
Sri Lanka,LKA,2019,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,83.44892291685
Sri Lanka,LKA,2018,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,83.44892291685
Sri Lanka,LKA,2017,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,83.44892291685
